id,t0_balde_num,g_ng,date_marked,t0_notes,date_collected,shoot_bag_weight,shoot_plus_bag_weight,rhizome_bag_weight,rhizome_plus_bag_weight,rhizome_weight,shoot_weight,length,duration,sheath_length,shoot_width,blade_number_tx,gfc_weight,gfc_weight_plus_sample,epi_weight,total_liquid,site,collection_point,tx_notes,ref_legth,b1_full,b1_new,b1_old,b2_full,b2_new,b2_old,b3_full,b3_new,b3_old,b4_full,b4_new,b4_old,b5_full,b5_new,b5_old,b6_full,b6_new,b6_old,b7_full,b7_new,b7_old,b8_full,b8_new,b9_old,b9_full,b9_new,b9_old,b10_full,b10_new,b10_old,baby_1,baby_2,notes,extention,original_length_Remaining,rgr_perday
367,5,g,7-June-25,,21-June-25,,,,,0,0,,14,20.2,0.5,5,,,0,,high,t2,,4.6,51.4,,51.4,59.5,1.7,57.8,79.8,16.1,63.7,64.4,21.2,43.2,13.7,13,0.7,,,0,,,0,,,0,,,0,,,0,,,,52,221.4,0.1838755304
369,5,g,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,high,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,wrangled,0,0,#DIV/0!
375,7,ng,7-June-25,,21-June-25,,,,,0,0,,14,55.2,0.4,7,,,0,,high,t2,,3,8.2,0.4,7.8,7,3.2,3.8,37.2,0,37.2,56,2.5,53.5,55.2,7.8,47.4,56.4,9,47.4,32.6,0,32.6,,,0,,,0,,,0,,,,22.9,232.7,0.02963250518
393,7,g,7-June-25,,21-June-25,,,,,0,0,,14,26,0.5,5,,,0,,high,t2,,8.9,66,4.1,61.9,50.6,11.3,39.3,57.7,7.3,50.4,48.3,0.6,47.7,20.6,0.3,20.3,,,0,,,0,,,0,,,0,,,0,,,,23.6,228.5,0.06483516484
84,5,ng,7-June-25,,13-June-25,,,,,0,0,,6,16,0.5,8,,,0,,low,t1,,0.2,25.4,0,25.4,55.5,0,55.5,22.2,0,22.2,25,0,25,28.5,0.1,28.4,19,0.3,18.7,5.8,0,5.8,24.5,0.3,24.2,,,0,,,0,,,,0.7,205.4,0.007291666667
93,5,g,7-June-25,,13-June-25,,,,,0,0,,6,,,7,,,0,,low,t1,,4.6,50.1,0,50.1,73.8,0,73.8,22.9,0,22.9,48.3,4.8,43.5,66,2.3,63.7,52.9,4.1,48.8,18.2,3.7,14.5,,,0,,,0,,,0,,,,14.9,321.9,#DIV/0!
97,5,ng,7-June-25,,13-June-25,,,,,0,0,,6,,,6,,,0,,low,t1,,4.6,5.8,0,5.8,42.6,0,42.6,54.8,0,54.8,28.2,0.6,27.6,27.2,0,27.2,,,0,,,0,,,0,,,0,,,0,10.4,,,11,162.6,#DIV/0!
102,4,g,7-June-25,,13-June-25,,,,,0,0,,6,9.7,0.4,3,,,0,,low,t1,,2.9,26.9,0,26.9,52.1,3.4,48.7,7.4,3.4,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,6.8,82.5,0.116838488
142,5,ng,7-June-25,,13-June-25,,,,,0,0,,6,14.8,,4,,,0,,low,t1,,5,26.4,,26.4,33.8,7.1,26.7,55.7,5.7,50,50.6,,50.6,,,0,,,0,,,0,,,0,,,0,,,0,,,,12.8,158.7,0.1441441441
158,7,g,7-June-25,,13-June-25,,,,,0,0,,6,19,0.5,8,,,0,,low,t1,,6.4,46.6,0,46.6,54.1,0,54.1,43.9,6.4,37.5,41.2,0,41.2,39.8,6.7,33.1,38,0,38,17,7.2,9.8,54.1,13.4,40.7,,,0,,,0,,,,33.7,307.4,0.2956140351
169,5,g,7-June-25,,13-June-25,,,,,0,0,,6,,,0,,,0,,low,t1,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
191,7,ng,7-June-25,,13-June-25,10.136,,4.631,4.808,0.177,-10.136,52,6,19.4,0.3,8,0.491,0.492,0.001,150,low,t1,,5.2,21.2,0,21.2,20,6,14,46.2,0,46.2,4.8,0,4.8,29.4,9.2,20.2,32.4,6.8,25.6,34.8,10.2,24.6,,,0,,,0,,,0,1,,,33.2,161.8,0.2852233677
225,7,g,7-June-25,,13-June-25,,,,,0,0,,6,29,0.4,6,,,0,,low,t1,,6.3,122.5,0.2,122.3,57,0,57,31.2,0,31.2,21.2,6.6,14.6,80,8.8,71.2,102.3,7.9,94.4,,,0,,,0,,,0,,,0,,,,23.5,397,0.1350574713
244,5,ng,7-June-25,,13-June-25,,,,,0,0,,6,9.2,0.4,6,,,0,,low,t1,,2.6,34.4,2.1,32.3,47.4,0,47.4,62.7,3.4,59.3,36.5,8.3,28.2,27.3,12.6,14.7,39.3,2.2,37.1,,,0,,,0,,,0,,,0,,,,28.6,221.6,0.518115942
251,6,ng,7-June-25,,13-June-25,,,,,0,0,,6,20.4,0.5,8,,,0,,low,t1,,5.9,73.6,0,73.6,31.4,5.7,25.7,34.5,0,34.5,75.8,4,71.8,76.6,8.8,67.8,18.7,1.4,17.3,80.4,0,80.4,31.4,0,31.4,,,0,,,0,,,,19.9,408.4,0.1625816993
296,3,ng,7-June-25,,13-June-25,,,4.613,4.698,0.085,0,,6,,,0,0.493,0.493,0,100,low,t1,"broken, unprossesable",,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot?,0,0,#DIV/0!
297,6,ng,7-June-25,,13-June-25,,,,,0,0,,6,20.6,0.4,6,,,0,,low,t1,,2.5,45.7,0,45.7,25.4,0,25.4,98.4,19.7,78.7,112.9,0,112.9,87,0,87,40,0,40,,,0,,,0,,,0,,,0,,,,19.7,392.2,0.1593851133
300,4,ng,7-June-25,,13-June-25,10.273,,4.682,4.694,0.012,-10.273,54.4,6,12.7,0.3,8,0.576,0.581,0.005,200,low,t1,,3,28.6,0,28.6,29.5,0,29.5,14.6,0,14.6,37.3,0,37.3,52,0.2,51.8,35.3,1.2,34.1,31,6.1,24.9,10.4,3.5,6.9,,,0,,,0,,,,11,230.7,0.1443569554
305,7,ng,7-June-25,,13-June-25,,,,,0,0,,6,42,0.4,6,,,0,,low,t1,,9.8,23.3,0,23.3,54.6,0,54.6,34.1,0,34.1,65.1,0,65.1,58,0,58,54.8,0,54.8,,,0,,,0,,,0,,,0,,,,0,299.7,0
349,5,g,7-June-25,,13-June-25,,,,,0,0,,6,,,5,,,0,,low,t1,,5.7,5.5,1.4,4.1,41.2,2.1,39.1,45.4,0.2,45.2,23.8,13.6,10.2,26.7,13.4,13.3,,,0,,,0,,,0,,,0,,,0,,,,30.7,117.6,#DIV/0!
350,7,g,7-June-25,,13-June-25,,,,,0,0,,6,25,0.5,8,,,0,,low,t1,,4.5,43.5,0,43.5,80.7,0,80.7,27.4,0,27.4,16,11.4,4.6,16,11.3,4.7,43.5,2.5,41,50.6,0,50.6,,,0,,,0,,,0,6.2,,,31.4,257,0.2093333333
351,5,g,7-June-25,,13-June-25,,,,,0,0,,6,,,4,,,0,,low,t1,,5.2,4.5,0,4.5,29.6,0,29.6,10.7,0,10.7,35.6,0.4,35.2,,,0,,,0,,,0,,,0,,,0,,,0,,,,0.4,85.2,#DIV/0!
361,6,ng,7-June-25,,13-June-25,10.106,,4.748,4.773,0.025,-10.106,32.6,6,7.8,0.4,6,0.516,0.517,0.001,150,low,t1,,7.2,25.2,0,25.2,32.3,0,32.3,18.7,2.2,16.5,6.2,5.9,0.3,5.3,4.8,0.5,11,0,11,,,0,,,0,,,0,,,0,,,,12.9,93,0.2756410256
363,6,ng,7-June-25,,13-June-25,,,,,0,0,,6,,,10,,,0,,low,t1,,3.8,24.4,0,24.4,17.8,0.1,17.7,34.4,0.1,34.3,16.5,2.2,14.3,30.6,12.9,17.7,26,8.3,17.7,97.8,10,87.8,26.1,1.8,24.3,19.4,7.4,12,,,0,6.7,,no shoot,49.5,254,#DIV/0!
370,5,ng,7-June-25,,13-June-25,,,,,0,0,,6,11.2,0.4,7,,,0,,low,t1,,2.3,16.4,0,16.4,32.1,0,32.1,30,0,30,30.4,0.5,29.9,12.3,3.8,8.5,38.2,10.9,27.3,28.5,6.7,21.8,,,0,,,0,,,0,,,,21.9,168.3,0.3258928571
384,7,g,7-June-25,,13-June-25,,,,,0,0,,6,20,0.5,8,,,0,,low,t1,,5,10.7,0,10.7,53.1,0,53.1,24.6,0.4,24.2,6.1,0.2,5.9,50.6,7.3,43.3,59.3,0,59.3,67.4,0,67.4,,,0,,,0,,,0,4,,,11.9,268.9,0.09916666667
389,4,ng,7-June-25,,13-June-25,,,,,0,0,,6,,,4,,,0,,low,t1,,3.7,7.5,0,7.5,6.5,0,6.5,6.3,2.8,3.5,6.1,0,6.1,,,0,,,0,,,0,,,0,,,0,,,0,,,,2.8,27.3,#DIV/0!
391,5,g,7-June-25,,13-June-25,,,,,0,0,,6,,,7,,,0,,low,t1,,5.5,32.2,0,32.2,46.3,0,46.3,17.5,1.9,15.6,53.5,4.8,48.7,47.5,0,47.5,59.8,10,49.8,34,7.7,26.3,,,0,,,0,,,0,,,,24.4,271.9,#DIV/0!
17,8,g,7-June-25,,21-June-25,,,,,0,0,,14,7.8,0.4,4,,,0,,low,t2,,4,29.6,0.4,29.2,21.2,4,17.2,14.4,2,12.4,23,3.2,19.8,,,0,,,0,,,0,,,0,,,0,,,0,,,,9.6,82.6,0.08791208791
25,8,g,7-June-25,,21-June-25,,,,,0,0,,14,15.4,0.4,6,,,0,,low,t2,,2,44,,44,46.2,0.2,46,56,10.2,45.8,13.2,2,11.2,44.8,16.8,28,,,0,,,0,,,0,,,0,,,0,4.2,,,33.4,177,0.1549165121
29,7,g,7-June-25,,21-June-25,,,,,0,0,,14,13.2,0.4,6,,,0,,low,t2,,4.4,46.4,0,46.4,53.4,3,50.4,60.8,41,19.8,63.8,18,45.8,32,15.6,16.4,,,0,,,0,,,0,,,0,,,0,10,,,87.6,183.2,0.474025974
30,5,g,7-June-25,,21-June-25,,,,,0,0,,14,8,0.2,4,,,0,,low,t2,,5,40.2,0,40.2,21.2,18.8,2.4,36.2,2.2,34,52.4,18.8,33.6,,,0,,,0,,,0,,,0,,,0,,,0,,,,39.8,115.2,0.3553571429
38,4,g,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
45,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
59,5,g,7-June-25,,21-June-25,,,,,0,0,,14,14.8,0.4,6,,,0,,low,t2,,5.8,40.2,0,40.2,38,0.2,37.8,51.4,0.2,51.2,24.2,3,21.2,38.8,2,36.8,58,22,36,,,0,,,0,,,0,,,0,,,,27.4,229,0.1322393822
82,9,ng,7-June-25,,21-June-25,,,,,0,0,,14,18,0.6,7,,,0,,low,t2,,3.4,57.8,0,57.8,76.8,0,76.8,69.8,11.9,57.9,65.8,0,65.8,72.4,13,59.4,43.3,,43.3,,,0,,,0,,,0,,,0,3.6,,,28.5,364.4,0.1130952381
85,8,ng,7-June-25,,21-June-25,,,,,0,0,,14,15.8,0.4,7,,,0,,low,t2,,1.2,49.6,0.4,49.2,35.4,5,30.4,75,9,66,29.6,6,23.6,77.6,11,66.6,37.6,0,37.6,84,0,84,,,0,,,0,,,0,,,,31.4,358.6,0.1419529837
91,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,10.6,0.4,7,,,0,,low,t2,,2.8,28.9,2.2,26.7,39,3.5,35.5,37.8,10.2,27.6,22,21.2,0.8,19,13,6,32.2,20,12.2,,,0,,,0,,,0,,,0,3.2,,,73.3,111.6,0.49393531
107,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,19.6,0.5,5,,,0,,low,t2,,3.6,17.2,3.4,13.8,51.2,3,48.2,41.6,10,31.6,45.8,9.8,36,42.4,5.2,37.2,,,0,,,0,,,0,,5.4,-5.4,,,0,,,,36.8,165,0.1341107872
110,5,g,7-June-25,,21-June-25,,,,,0,0,,14,12.4,0.4,6,,,0,,low,t2,,1.6,31.5,0,31.5,34.2,0,34.2,41,0,41,53.2,19,34.2,38.8,4.1,34.7,,,0,,,0,,,0,,,0,,,0,19.4,,,42.5,177.2,0.2448156682
116,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
119,4,ng,7-June-25,,21-June-25,,,,,0,0,,14,9.4,0.3,5,,,0,,low,t2,,3.4,16,0,16,23.2,5.4,17.8,25.8,0.2,25.6,27.2,9,18.2,9.8,9,0.8,,,0,,,0,,,0,,,0,,,0,,,,23.6,81.8,0.179331307
123,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,10.2,0.4,4,,,0,,low,t2,,3.2,47,1.2,45.8,38.4,3,35.4,19,2.6,16.4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,,,12.8,100.8,0.08963585434
130,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,20,0.5,5,,,0,,low,t2,,2,50,0,50,85,0,85,54.2,9.2,45,52.4,7.2,45.2,13,6.4,6.6,,,0,,,0,,,0,,,0,,,0,,,,22.8,233.8,0.08142857143
144,5,g,7-June-25,,21-June-25,,,,,0,0,,14,8.2,0.2,3,,,0,,low,t2,,5,33.5,,33.5,7.2,,7.2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,7.5,,,7.5,45.7,0.06533101045
153,3,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,too wrangled to meseaure,0,0,#DIV/0!
154,3,ng,7-June-25,,21-June-25,,,,,0,0,,14,12.2,0.3,6,,,0,,low,t2,,1.6,50,31.4,18.6,27.4,0.2,27.2,30,12.8,17.2,51,14.2,36.8,17,6,11,,,0,,,0,,,0,,,0,,,0,5,,,69.6,112.4,0.4074941452
161,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,7.2,0.4,4,,,0,,low,t2,,3.4,21.6,5,16.6,20.4,7.2,13.2,14.3,,14.3,45.7,,45.7,,,0,,,0,,,0,,,0,,,0,,,0,,,,12.2,93.2,0.121031746
170,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,11,0.5,6,,,0,,low,t2,,2.2,28.7,0.6,28.1,43.8,0.5,43.3,66,1.2,64.8,26,9.7,16.3,41,14.6,26.4,21.2,7.9,13.3,,,0,,,0,,,0,,,0,,,,34.5,194.4,0.224025974
174,6,g,7-June-25,,21-June-25,,,,,0,0,,14,14.4,0.5,4,,,0,,low,t2,,3.9,67.4,0,67.4,30,23.4,6.6,36.8,22.8,14,70.1,6.3,63.8,,,0,,,0,,,0,,,0,,,0,,,0,,,,52.5,155.7,0.2604166667
188,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,12,0.3,5,,,0,,low,t2,,4.8,22,0,22,43.4,6.8,36.6,8.6,5.4,3.2,31,0,31,16,1.2,14.8,,,0,,,0,,,0,,,0,,,0,,,,13.4,112.4,0.07976190476
189,8,g,7-June-25,,21-June-25,,,,,0,0,,14,15.2,0.4,6,,,0,,low,t2,,3.4,29,,29,55.2,49.6,5.6,38,32.5,5.5,24,18.2,5.8,41.2,14,27.2,,,0,,,0,,,0,,,0,,,0,9.8,,,124.1,76.5,0.5831766917
203,6,g,7-June-25,,21-June-25,,,,,0,0,,14,,,1,,,0,,low,t2,,3.5,19.2,4.1,15.1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,4.1,18.6,#DIV/0!
218,7,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,"no shoot, ripped off",0,0,#DIV/0!
223,4,g,7-June-25,,21-June-25,,,,,0,0,,14,18.8,0.6,7,,,0,,low,t2,,1.4,70,1.5,68.5,86.3,,86.3,89.8,2.8,87,52.8,3.8,49,94.9,,94.9,,,0,,,0,,,0,,,0,,,0,9.7,3,,20.8,387.1,0.07902735562
232,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,5,0.3,3,,,0,,low,t2,,1.4,26.9,4.1,22.8,15.7,6.3,9.4,21.3,0.2,21.1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,10.6,54.7,0.1514285714
250,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,6.2,0.4,5,,,0,,low,t2,,6.8,63,0,63,37,0,37,60,1.4,58.6,46,10,36,45,10,35,,,0,,,0,,,0,,,0,,,0,,,,21.4,236.4,0.2465437788
253,4,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no plant or root,0,0,#DIV/0!
256,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,12.9,0.4,7,,,0,,low,t2,,2.4,22.4,10,12.4,34,7,27,7.9,5.4,2.5,41.4,8,33.4,36.8,16,20.8,19.2,13.5,5.7,,,0,,,0,,,0,,,0,5.2,,,65.1,104.2,0.3604651163
257,6,g,7-June-25,,21-June-25,,,,,0,0,,14,27.9,0.6,6,,,0,,low,t2,,3.6,53.6,0,53.6,59.1,0,59.1,58,8.6,49.4,81.6,14.6,67,73,0.2,72.8,49.1,10,39.1,,,0,,,0,,,0,,,0,,,,33.4,344.6,0.08550947261
262,4,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
273,,g,7-June-25,,21-June-25,,,,,0,0,,14,17,0.4,6,,,0,,low,t2,,6,48,0,48,77.2,9.6,67.6,56,0,56,23.8,16.4,7.4,65.8,19.6,46.2,,,0,,,0,,,0,,,0,,,0,2.2,,,47.8,231.2,0.2008403361
310,6,g,7-June-25,,21-June-25,,,,,0,0,,14,14.4,0.4,5,,,0,,low,t2,,4,34.6,0.2,34.4,39.2,0,39.2,30,,30,30.2,7,23.2,23.4,5.2,18.2,,,0,,,0,,,0,,,0,,,0,,,,12.4,149,0.06150793651
324,4,g,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
328,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,26,0.6,7,,,0,,low,t2,,3.2,22.4,0,22.4,56.8,0,56.8,27.4,0,27.4,16.2,11,5.2,42.5,16.6,25.9,59.2,3,56.2,,,0,,,0,,,0,,,0,0.4,,,31,197.1,0.08516483516
330,3,g,7-June-25,,21-June-25,,,,,0,0,,14,8.2,0.3,4,,,0,,low,t2,,2.2,30.2,3,27.2,43,0.2,42.8,10,5,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5.4,,,13.6,77.2,0.118466899
333,4,g,7-June-25,,21-June-25,,,,,0,0,,14,8.4,0.3,4,,,0,,low,t2,,5.1,8.9,7.9,1,14.2,13.4,0.8,14,13.7,0.3,16.1,15.2,0.9,,,0,,,0,,,0,,,0,,,0,,,0,,,,50.2,8.1,0.4268707483
335,,g,7-June-25,,21-June-25,,,,,0,0,,14,2.2,0.5,5,,,0,,low,t2,,1.8,55.4,19.3,36.1,36,22,14,42.8,36,6.8,35.2,22.9,12.3,38.2,9.7,28.5,,,0,,,0,,,0,,,0,,,0,,,,109.9,99.5,3.568181818
338,7,g,7-June-25,,21-June-25,,,,,0,0,,14,12.8,0.3,11,,,0,,low,t2,,4,28.2,1.2,27,27.8,0,27.8,17,7.4,9.6,28.4,13.4,15,11,4.5,6.5,24,0,24,10.2,3.2,7,22.5,16.4,6.1,20.2,8.8,11.4,25.2,14.5,10.7,6.4,,,75.8,149.1,0.4229910714
345,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,10,0.4,6,,,0,,low,t2,,3.4,34,0,34,35,0,35,49.2,0,49.2,46,14.8,31.2,29.4,15.8,13.6,,,0,,,0,,,0,,,0,,,0,2.6,,,33.2,166.4,0.2371428571
346,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
347,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
353,6,ng,7-June-25,,21-June-25,,,,,0,0,,14,20,0.5,6,,,0,,low,t2,,3.6,65.6,0,65.6,43.2,0,43.2,43,0,43,23.6,23.6,0,16.4,16.1,0.3,,,0,,,0,,,0,,,0,,,0,14.6,,,54.3,155.7,0.1939285714
362,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,7,0.2,4,,,0,,low,t2,,2,17,0,17,28.4,2.2,26.2,18,7.2,10.8,14,11.5,2.5,,,0,,,0,,,0,,,0,,,0,,,0,,,,20.9,58.5,0.2132653061
366,5,g,7-June-25,,21-June-25,,,,,0,0,,14,,,0,,,0,,low,t2,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!
376,5,ng,7-June-25,,21-June-25,,,,,0,0,,14,15.2,0.4,6,,,0,,low,t2,,1.4,38,0,38,51,0,51,23.4,11,12.4,61,14.4,46.6,62.8,0.4,62.4,11,2.8,8.2,,,0,,,0,,,0,,,0,,,,28.6,220,0.1343984962
